Mod:Item:MetaData, Localized Name
undergroundbiomes:igneous_stone_thaumcraft_ore_amber:3, Andesite Amber Bearing Stone
undergroundbiomes:igneous_stone_thaumcraft_ore_amber:4, Gabbro Amber Bearing Stone
undergroundbiomes:igneous_stone_thaumcraft_ore_amber:5, Basalt Amber Bearing Stone
undergroundbiomes:igneous_stone_thaumcraft_ore_amber:6, Komatiite Amber Bearing Stone
undergroundbiomes:igneous_stone_thaumcraft_ore_amber:7, Dacite Amber Bearing Stone
undergroundbiomes:metamorphic_stone_thaumcraft_ore_amber:0, Gneiss Amber Bearing Stone
undergroundbiomes:metamorphic_stone_thaumcraft_ore_amber:1, Eclogite Amber Bearing Stone
undergroundbiomes:metamorphic_stone_thaumcraft_ore_amber:2, Marble Amber Bearing Stone
undergroundbiomes:metamorphic_stone_thaumcraft_ore_amber:3, Quartzite Amber Bearing Stone
undergroundbiomes:metamorphic_stone_thaumcraft_ore_amber:4, Blue Schist Amber Bearing Stone
undergroundbiomes:metamorphic_stone_thaumcraft_ore_amber:5, Green Schist Amber Bearing Stone
undergroundbiomes:metamorphic_stone_thaumcraft_ore_amber:6, Soapstone Amber Bearing Stone
undergroundbiomes:metamorphic_stone_thaumcraft_ore_amber:7, Migmatite Amber Bearing Stone
undergroundbiomes:sedimentary_stone_thaumcraft_ore_amber:0, Limestone Amber Bearing Stone
undergroundbiomes:sedimentary_stone_thaumcraft_ore_amber:1, Chalk Amber Bearing Stone
undergroundbiomes:sedimentary_stone_thaumcraft_ore_amber:2, Shale Amber Bearing Stone
undergroundbiomes:sedimentary_stone_thaumcraft_ore_amber:3, Siltstone Amber Bearing Stone
undergroundbiomes:sedimentary_stone_thaumcraft_ore_amber:4, Lignite Block Amber Bearing Stone
undergroundbiomes:sedimentary_stone_thaumcraft_ore_amber:5, Dolomite Amber Bearing Stone
undergroundbiomes:sedimentary_stone_thaumcraft_ore_amber:6, Greywacke Amber Bearing Stone
undergroundbiomes:sedimentary_stone_thaumcraft_ore_amber:7, Chert Amber Bearing Stone
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:0, Red Granite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:1, Black Granite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:2, Rhyolite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:3, Andesite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:4, Gabbro Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:5, Basalt Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:6, Komatiite Lead Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.lead:7, Dacite Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:0, Gneiss Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:1, Eclogite Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:2, Marble Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:3, Quartzite Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:4, Blue Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:5, Green Schist Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:6, Soapstone Lead Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.lead:7, Migmatite Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:0, Limestone Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:1, Chalk Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:2, Shale Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:3, Siltstone Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:4, Lignite Block Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:5, Dolomite Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:6, Greywacke Lead Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.lead:7, Chert Lead Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:0, Red Granite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:1, Black Granite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:2, Rhyolite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:3, Andesite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:4, Gabbro Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:5, Basalt Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:6, Komatiite Copper Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore:7, Dacite Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:0, Gneiss Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:1, Eclogite Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:2, Marble Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:3, Quartzite Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:4, Blue Schist Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:5, Green Schist Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:6, Soapstone Copper Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore:7, Migmatite Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:0, Limestone Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:1, Chalk Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:2, Shale Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:3, Siltstone Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:4, Lignite Block Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:5, Dolomite Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:6, Greywacke Copper Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore:7, Chert Copper Ore
undergroundbiomes:igneous_stone_iron_ore:0, Red Granite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:1, Black Granite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:2, Rhyolite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:3, Andesite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:4, Gabbro Iron Ore
undergroundbiomes:igneous_stone_iron_ore:5, Basalt Iron Ore
undergroundbiomes:igneous_stone_iron_ore:6, Komatiite Iron Ore
undergroundbiomes:igneous_stone_iron_ore:7, Dacite Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:0, Gneiss Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:1, Eclogite Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:2, Marble Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:3, Quartzite Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:4, Blue Schist Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:5, Green Schist Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:6, Soapstone Iron Ore
undergroundbiomes:metamorphic_stone_iron_ore:7, Migmatite Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:0, Limestone Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:1, Chalk Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:2, Shale Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:3, Siltstone Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:4, Lignite Block Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:5, Dolomite Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:6, Greywacke Iron Ore
undergroundbiomes:sedimentary_stone_iron_ore:7, Chert Iron Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:0, Red Granite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:1, Black Granite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:2, Rhyolite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:3, Andesite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:4, Gabbro Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:5, Basalt Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:6, Komatiite Silver Ore
undergroundbiomes:igneous_stone_immersiveengineering_ore_3:7, Dacite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:0, Gneiss Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:1, Eclogite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:2, Marble Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:3, Quartzite Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:4, Blue Schist Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:5, Green Schist Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:6, Soapstone Silver Ore
undergroundbiomes:metamorphic_stone_immersiveengineering_ore_3:7, Migmatite Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:0, Limestone Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:1, Chalk Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:2, Shale Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:3, Siltstone Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:4, Lignite Block Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:5, Dolomite Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:6, Greywacke Silver Ore
undergroundbiomes:sedimentary_stone_immersiveengineering_ore_3:7, Chert Silver Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:0, Red Granite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:1, Black Granite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:2, Rhyolite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:3, Andesite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:4, Gabbro Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:5, Basalt Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:6, Komatiite Tanzanite Ore
undergroundbiomes:igneous_stone_tile.gem_ore.tanzanite_ore:7, Dacite Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:0, Gneiss Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:1, Eclogite Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:2, Marble Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:3, Quartzite Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:4, Blue Schist Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:5, Green Schist Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:6, Soapstone Tanzanite Ore
undergroundbiomes:metamorphic_stone_tile.gem_ore.tanzanite_ore:7, Migmatite Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:0, Limestone Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:1, Chalk Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:2, Shale Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:3, Siltstone Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:4, Lignite Block Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:5, Dolomite Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:6, Greywacke Tanzanite Ore
undergroundbiomes:sedimentary_stone_tile.gem_ore.tanzanite_ore:7, Chert Tanzanite Ore
undergroundbiomes:igneous_stone_thermalfoundation_ore_fluid:0, Red Granite Oil Sand
undergroundbiomes:igneous_stone_thermalfoundation_ore_fluid:1, Black Granite Oil Sand
undergroundbiomes:igneous_stone_thermalfoundation_ore_fluid:2, Rhyolite Oil Sand
undergroundbiomes:igneous_stone_thermalfoundation_ore_fluid:3, Andesite Oil Sand
undergroundbiomes:igneous_stone_thermalfoundation_ore_fluid:4, Gabbro Oil Sand
undergroundbiomes:igneous_stone_thermalfoundation_ore_fluid:5, Basalt Oil Sand
undergroundbiomes:igneous_stone_thermalfoundation_ore_fluid:6, Komatiite Oil Sand
undergroundbiomes:igneous_stone_thermalfoundation_ore_fluid:7, Dacite Oil Sand
undergroundbiomes:metamorphic_stone_thermalfoundation_ore_fluid:0, Gneiss Oil Sand
undergroundbiomes:metamorphic_stone_thermalfoundation_ore_fluid:1, Eclogite Oil Sand
undergroundbiomes:metamorphic_stone_thermalfoundation_ore_fluid:2, Marble Oil Sand
undergroundbiomes:metamorphic_stone_thermalfoundation_ore_fluid:3, Quartzite Oil Sand
undergroundbiomes:metamorphic_stone_thermalfoundation_ore_fluid:4, Blue Schist Oil Sand
undergroundbiomes:metamorphic_stone_thermalfoundation_ore_fluid:5, Green Schist Oil Sand
undergroundbiomes:metamorphic_stone_thermalfoundation_ore_fluid:6, Soapstone Oil Sand
undergroundbiomes:metamorphic_stone_thermalfoundation_ore_fluid:7, Migmatite Oil Sand
undergroundbiomes:sedimentary_stone_thermalfoundation_ore_fluid:0, Limestone Oil Sand
undergroundbiomes:sedimentary_stone_thermalfoundation_ore_fluid:1, Chalk Oil Sand
undergroundbiomes:sedimentary_stone_thermalfoundation_ore_fluid:2, Shale Oil Sand
undergroundbiomes:sedimentary_stone_thermalfoundation_ore_fluid:3, Siltstone Oil Sand
undergroundbiomes:sedimentary_stone_thermalfoundation_ore_fluid:4, Lignite Block Oil Sand
undergroundbiomes:sedimentary_stone_thermalfoundation_ore_fluid:5, Dolomite Oil Sand
undergroundbiomes:sedimentary_stone_thermalfoundation_ore_fluid:6, Greywacke Oil Sand
undergroundbiomes:sedimentary_stone_thermalfoundation_ore_fluid:7, Chert Oil Sand
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:0, Red Granite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:1, Black Granite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:2, Rhyolite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:3, Andesite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:4, Gabbro Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:5, Basalt Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:6, Komatiite Uranium Ore
undergroundbiomes:igneous_stone_tile.nuclearcraft.ore.uranium:7, Dacite Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:0, Gneiss Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:1, Eclogite Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:2, Marble Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:3, Quartzite Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:4, Blue Schist Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:5, Green Schist Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:6, Soapstone Uranium Ore
undergroundbiomes:metamorphic_stone_tile.nuclearcraft.ore.uranium:7, Migmatite Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:0, Limestone Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:1, Chalk Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:2, Shale Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:3, Siltstone Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:4, Lignite Block Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:5, Dolomite Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:6, Greywacke Uranium Ore
undergroundbiomes:sedimentary_stone_tile.nuclearcraft.ore.uranium:7, Chert Uranium Ore
undergroundbiomes:igneous_stone_thermalfoundation_ore:0, Red Granite Copper Ore
undergroundbiomes:igneous_stone_thermalfoundation_ore:1, Black Granite Copper Ore
undergroundbiomes:igneous_stone_thermalfoundation_ore:2, Rhyolite Copper Ore
undergroundbiomes:igneous_stone_thermalfoundation_ore:3, Andesite Copper Ore
undergroundbiomes:igneous_stone_thermalfoundation_ore:4, Gabbro Copper Ore
undergroundbiomes:igneous_stone_thermalfoundation_ore:5, Basalt Copper Ore
undergroundbiomes:igneous_stone_thermalfoundation_ore:6, Komatiite Copper Ore
undergroundbiomes:igneous_stone_thermalfoundation_ore:7, Dacite Copper Ore
undergroundbiomes:metamorphic_stone_thermalfoundation_ore:0, Gneiss Copper Ore
undergroundbiomes:metamorphic_stone_thermalfoundation_ore:1, Eclogite Copper Ore
undergroundbiomes:metamorphic_stone_thermalfoundation_ore:2, Marble Copper Ore
undergroundbiomes:metamorphic_stone_thermalfoundation_ore:3, Quartzite Copper Ore
undergroundbiomes:metamorphic_stone_thermalfoundation_ore:4, Blue Schist Copper Ore
undergroundbiomes:metamorphic_stone_thermalfoundation_ore:5, Green Schist Copper Ore
undergroundbiomes:metamorphic_stone_thermalfoundation_ore:6, Soapstone Copper Ore
undergroundbiomes:metamorphic_stone_thermalfoundation_ore:7, Migmatite Copper Ore
undergroundbiomes:sedimentary_stone_thermalfoundation_ore:0, Limestone Copper Ore
undergroundbiomes:sedimentary_stone_thermalfoundation_ore:1, Chalk Copper Ore
undergroundbiomes:sedimentary_stone_thermalfoundation_ore:2, Shale Copper Ore
undergroundbiomes:sedimentary_stone_thermalfoundation_ore:3, Siltstone Copper Ore
undergroundbiomes:sedimentary_stone_thermalfoundation_ore:4, Lignite Block Copper Ore
undergroundbiomes:sedimentary_stone_thermalfoundation_ore:5, Dolomite Copper Ore
undergroundbiomes:sedimentary_stone_thermalfoundation_ore:6, Greywacke Copper Ore
undergroundbiomes:sedimentary_stone_thermalfoundation_ore:7, Chert Copper Ore
undergroundbiomes:igneous_stone_thaumcraft_ore_quartz:0, Red Granite Quartz Ore
undergroundbiomes:igneous_stone_thaumcraft_ore_quartz:1, Black Granite Quartz Ore
undergroundbiomes:igneous_stone_thaumcraft_ore_quartz:2, Rhyolite Quartz Ore
undergroundbiomes:igneous_stone_thaumcraft_ore_quartz:3, Andesite Quartz Ore
undergroundbiomes:igneous_stone_thaumcraft_ore_quartz:4, Gabbro Quartz Ore
undergroundbiomes:igneous_stone_thaumcraft_ore_quartz:5, Basalt Quartz Ore
undergroundbiomes:igneous_stone_thaumcraft_ore_quartz:6, Komatiite Quartz Ore
undergroundbiomes:igneous_stone_thaumcraft_ore_quartz:7, Dacite Quartz Ore
undergroundbiomes:metamorphic_stone_thaumcraft_ore_quartz:0, Gneiss Quartz Ore
undergroundbiomes:metamorphic_stone_thaumcraft_ore_quartz:1, Eclogite Quartz Ore
undergroundbiomes:metamorphic_stone_thaumcraft_ore_quartz:2, Marble Quartz Ore
undergroundbiomes:metamorphic_stone_thaumcraft_ore_quartz:3, Quartzite Quartz Ore
undergroundbiomes:metamorphic_stone_thaumcraft_ore_quartz:4, Blue Schist Quartz Ore
undergroundbiomes:metamorphic_stone_thaumcraft_ore_quartz:5, Green Schist Quartz Ore
undergroundbiomes:metamorphic_stone_thaumcraft_ore_quartz:6, Soapstone Quartz Ore
undergroundbiomes:metamorphic_stone_thaumcraft_ore_quartz:7, Migmatite Quartz Ore
undergroundbiomes:sedimentary_stone_thaumcraft_ore_quartz:0, Limestone Quartz Ore
undergroundbiomes:sedimentary_stone_thaumcraft_ore_quartz:1, Chalk Quartz Ore
undergroundbiomes:sedimentary_stone_thaumcraft_ore_quartz:2, Shale Quartz Ore
undergroundbiomes:sedimentary_stone_thaumcraft_ore_quartz:3, Siltstone Quartz Ore
undergroundbiomes:sedimentary_stone_thaumcraft_ore_quartz:4, Lignite Block Quartz Ore
undergroundbiomes:sedimentary_stone_thaumcraft_ore_quartz:5, Dolomite Quartz Ore
